,"data[, 1]",default,Predicted_data,CreditLimit,Sex,Education,MaritalStatus,Age,RPStatusSep,RPStatusAug,RPStatusJuly,RPStatusJune,RPStatusApril,BILL_AMT_August,BILL_AMT_July,BILL_AMT_May,BILL_AMT_April,PAY_AMT_Sept,PAY_AMT_August,PAY_AMT_July,PAY_AMT_June,PAY_AMT_May,PAY_AMT_April,Predicted_data
16380,16380,1,0,30000,2,3,1,46,1,2,2,2,2,30406,31295,27744,28117,2000,1700,954,0,2253,1106,0
16392,16392,1,0,180000,2,2,1,34,0,-1,-1,-1,-1,4060,-200,0,19726,4060,0,2200,0,19726,0,0
16394,16394,0,0,180000,2,2,2,43,-1,-1,-1,-1,0,-535,2145,655,390,0,3212,12532,655,157,2063,0
16397,16397,0,1,100000,2,2,1,39,2,0,0,0,0,97040,65668,66779,45833,3552,2617,2098,1916,1707,1732,1
16400,16400,0,0,100000,2,3,2,39,-1,-1,-1,-1,-1,600,0,2030,3170,600,0,660,2030,3170,1152,0
16404,16404,0,0,20000,2,2,1,44,0,0,0,0,0,13615,13674,13490,15261,1500,2000,2500,500,2000,5000,0
16406,16406,1,0,320000,2,2,1,32,0,0,0,-2,0,23132,-2793,20381,25198,3000,23,0,23381,5000,5000,0
16407,16407,1,0,360000,2,2,2,37,-1,-1,-1,-1,-1,0,878,926,1401,0,878,1142,926,1401,938,0
16414,16414,0,0,30000,2,2,1,38,0,0,0,0,2,20344,21705,24161,25128,2000,2000,1500,2000,1500,0,0
16431,16431,0,0,350000,2,5,1,50,0,0,0,0,0,139215,142695,100367,102465,4846,5577,3488,3417,3536,3707,0
16432,16432,0,1,110000,2,3,2,52,2,2,2,0,0,34601,31304,26415,23170,3393,0,1600,1000,1000,1360,1
16433,16433,1,1,120000,2,3,2,50,2,0,-1,0,0,149540,118675,100637,79613,3000,125000,4065,4000,3000,3000,1
16447,16447,1,0,20000,2,1,2,54,0,0,0,4,2,15296,20035,18835,18395,1500,5000,0,0,0,3000,0
16449,16449,1,0,50000,2,2,1,53,0,0,0,0,0,36927,34929,28993,29409,1607,2010,1505,1001,2007,2007,0
16450,16450,0,0,120000,2,1,1,60,-2,-2,-2,-2,-2,0,2216,9246,8307,0,2216,2557,9246,8307,10000,0
16462,16462,1,1,20000,2,3,2,50,2,0,0,0,2,12945,13972,15183,16182,1600,1542,2300,0,1400,800,1
16465,16465,0,0,80000,2,3,1,59,0,0,0,0,0,70073,53169,50372,49470,3212,2106,2000,1603,1903,2006,0
16476,16476,1,0,20000,2,3,1,56,0,0,2,2,4,8823,10523,13542,14728,2000,2000,2000,2000,2000,2000,0
16479,16479,1,1,20000,2,3,1,52,2,0,0,0,0,14361,15425,17380,17650,1536,1600,1600,1500,700,2900,1
16482,16482,0,0,240000,2,4,1,59,0,0,0,0,0,235404,236564,146440,132290,8357,10001,10000,10000,5000,20000,0
16488,16488,1,1,20000,1,2,2,21,2,0,0,2,0,19277,20997,20000,0,2000,5000,0,0,0,0,1
16489,16489,0,0,100000,1,2,2,33,0,0,3,2,0,39581,38678,38013,0,5328,0,0,760,0,0,0
16495,16495,0,0,60000,2,3,1,54,-1,-1,-1,0,0,21674,31632,948,18002,21690,32264,12948,0,17370,0,0
16501,16501,1,0,50000,1,2,1,24,0,0,0,0,0,16558,17596,18997,18705,1300,1310,1300,700,1000,800,0
16505,16505,0,0,10000,1,3,2,25,0,0,0,0,-1,5141,5239,17890,10000,1500,5000,4000,2000,22400,0,0
16511,16511,0,0,40000,1,1,2,24,0,0,0,0,-1,38485,39575,9687,33625,2000,20000,1359,600,33625,615,0
16515,16515,1,0,20000,1,1,2,24,1,2,2,4,2,16799,21408,20170,19721,0,4893,0,0,0,1000,0
16516,16516,1,0,60000,1,2,2,24,1,2,3,2,0,61671,59755,38649,35361,5000,0,198,1500,1300,2000,0
16520,16520,1,0,420000,1,2,2,26,1,2,2,0,0,395881,382620,324487,327615,14000,15,13175,11700,11900,12140,0
16525,16525,0,0,20000,1,2,1,28,0,0,0,2,3,16658,19374,20859,20247,2000,3300,0,2700,0,500,0
16527,16527,0,1,30000,1,1,2,25,2,2,2,2,0,24334,26087,25563,26099,2600,2441,820,0,851,1678,1
16530,16530,0,0,390000,1,1,2,27,0,0,0,0,0,377692,337892,243169,133977,20008,15057,10100,10000,10000,15000,0
16535,16535,0,0,280000,1,1,1,26,0,0,0,0,0,285477,253365,195058,189623,12596,11320,7608,6628,7004,6902,0
16538,16538,0,0,200000,1,1,2,28,-1,-1,-1,-1,-1,1726,1602,3564,2031,1731,1606,1051,3574,2036,1703,0
16540,16540,0,0,300000,1,2,2,27,-2,-2,-2,-2,-1,-158,-158,142,92,0,0,0,300,100,100,0
16542,16542,1,1,50000,1,2,2,27,2,2,0,0,0,47992,48502,49891,50570,0,1842,1770,1751,3894,0,1
16543,16543,1,1,10000,1,2,1,27,4,3,3,2,2,4150,3940,4500,4282,900,0,1000,0,0,433,1
16552,16552,0,0,100000,1,2,2,29,1,-1,-1,-1,-1,4586,2476,13164,671,4586,2863,7845,7000,671,671,0
16553,16553,1,0,130000,1,2,2,25,0,0,0,0,-2,118737,113689,-1518,-1518,5100,4600,3000,0,0,0,0
16561,16561,0,0,70000,1,1,2,28,0,0,0,0,0,16923,10076,23188,20937,8000,2000,30000,5000,20000,25000,0
16564,16564,0,0,50000,1,2,1,27,0,0,0,0,0,46176,47151,20515,19404,2000,5300,1500,1100,1000,1000,0
16565,16565,0,0,320000,1,1,1,28,0,0,0,0,0,64851,37762,12177,45648,3524,2941,2013,270,42659,100002,0
16567,16567,1,0,20000,1,2,2,29,1,2,2,2,2,11103,13913,18152,17725,0,3000,0,5000,0,3000,0
16568,16568,0,0,80000,1,2,2,29,1,2,0,0,0,62067,60949,67567,62658,0,3000,15000,0,3000,3000,0
16572,16572,0,1,10000,1,2,2,25,4,3,3,2,0,5731,6095,6603,6855,600,600,500,500,500,500,1
16574,16574,0,0,50000,1,2,3,30,0,0,0,0,0,97538,49187,17710,18079,2536,2454,1588,780,803,673,0
16575,16575,0,1,30000,1,2,2,24,2,-1,-1,-2,-2,780,0,0,0,780,0,0,0,0,0,1
16580,16580,0,0,20000,1,1,2,29,0,0,0,0,0,15028,16023,12377,4830,1329,1324,1000,2000,1000,0,0
16581,16581,0,0,290000,1,1,2,29,-1,-1,-1,-1,0,2830,1357,13459,115990,2838,1359,14968,2022,110142,205,0
16587,16587,0,0,200000,1,2,2,29,0,0,0,0,0,50636,41265,11314,11816,2500,2626,9412,500,1000,500,0
16588,16588,0,0,400000,1,1,2,29,0,-1,0,0,0,82556,67823,61884,61911,82694,1939,1720,1712,1766,1907,0
16590,16590,0,0,50000,1,2,2,25,0,0,0,0,0,49377,48626,19089,19485,1855,1804,1713,681,701,785,0
16595,16595,1,0,10000,1,2,2,28,-1,2,-1,2,2,619,8642,8023,5475,0,8642,800,107,200,0,0
16598,16598,0,0,450000,1,2,1,29,0,0,0,0,0,157945,118192,17720,7068,8101,12029,35524,38,2015,7522,0
16604,16604,0,0,240000,1,2,2,29,0,0,0,0,0,222096,220129,204008,202268,7347,6830,6700,6400,6412,6549,0
16617,16617,0,0,370000,1,1,1,34,0,0,0,0,0,374221,279467,248101,243899,14104,10107,9410,8398,8464,7826,0
16620,16620,0,0,320000,1,1,1,35,0,0,2,2,2,116015,117678,120794,123796,11003,5000,5000,5000,5100,5300,0
16621,16621,0,1,50000,1,2,2,39,3,2,0,0,0,50821,46892,9225,9264,0,2343,1548,476,336,348,1
16624,16624,0,0,80000,1,1,2,31,0,0,0,0,0,74631,77329,79785,76766,9000,5000,3000,3000,2501,3000,0
16626,16626,1,1,50000,1,1,2,32,2,2,2,2,2,31753,32847,33755,34565,2000,1900,1300,1300,1500,1500,1
16628,16628,1,0,130000,1,1,2,34,0,0,0,0,0,31179,30569,26952,15852,1818,2002,1400,600,1000,0,0
16632,16632,1,0,30000,1,3,2,35,1,2,2,0,0,30268,29505,14330,29000,1900,0,1300,884,780,0,0
16638,16638,1,0,10000,1,3,1,30,0,0,0,3,0,8315,11267,10160,10052,1141,3258,0,0,357,400,0
16641,16641,1,1,20000,1,2,2,31,2,2,2,2,0,13996,14475,15688,16435,1000,1000,1000,1000,1000,700,1
16645,16645,1,0,210000,1,1,2,40,-1,-1,-1,-1,-1,325,325,325,325,325,325,325,325,325,325,0
16649,16649,0,0,200000,1,1,1,44,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
16650,16650,1,0,50000,1,3,1,46,1,2,2,2,2,10487,13108,13391,14027,0,2800,0,1000,1000,0,0
16651,16651,0,0,230000,1,2,1,47,-1,-1,-1,-1,-1,997,998,999,0,1000,1000,0,1000,0,0,0
16652,16652,1,0,30000,1,1,1,42,1,2,2,2,0,19596,21972,21897,22395,0,3005,0,930,1000,2000,0
16655,16655,1,0,10000,1,2,2,30,0,-1,0,-1,-1,3236,4790,0,780,3236,2000,390,0,780,0,0
16656,16656,0,0,150000,1,1,2,29,0,0,0,0,0,6370,9243,10637,10916,2000,3000,1500,527,600,1000,0
16660,16660,0,0,30000,1,2,1,39,0,0,0,0,0,22206,19273,14670,11214,2007,2000,2000,417,1500,1500,0
16665,16665,0,0,480000,1,1,1,47,-1,-1,-1,-1,0,-2,454,143388,157758,0,456,150244,2915,24550,100,0
16668,16668,1,0,20000,1,2,1,32,1,2,2,2,0,17328,20353,19056,19445,0,3309,381,0,389,890,0
16679,16679,0,0,30000,1,2,1,41,1,2,0,0,0,13591,14309,15774,15950,0,1244,1255,709,578,741,0
16682,16682,0,0,50000,1,3,1,41,1,2,2,2,0,26184,29261,28878,27655,0,3500,0,1100,1100,2000,0
16687,16687,1,0,20000,1,2,1,41,1,2,2,2,0,19314,20526,19660,6000,0,2976,0,500,120,780,0
16691,16691,1,1,150000,1,2,1,36,2,2,0,0,0,86333,88931,102903,105240,0,4000,5000,12000,4000,6000,1
16693,16693,0,0,150000,1,2,2,35,-1,-1,-1,-1,0,11526,18301,2744,2144,11526,18305,15861,2744,0,19682,0
16695,16695,0,0,50000,1,5,2,49,0,0,0,0,0,31255,28040,9584,9788,1615,2507,10814,344,359,401,0
16699,16699,0,0,20000,1,3,1,49,0,0,0,0,0,27270,14375,20000,16560,2820,4000,1200,5000,10000,0,0
16704,16704,0,0,50000,1,2,2,43,0,0,0,0,0,50552,49465,10407,9037,1934,1917,2500,500,500,1000,0
16705,16705,0,1,50000,1,3,2,42,2,0,0,0,2,5876,6898,8681,8397,1252,1274,1286,1057,0,306,1
16713,16713,0,0,20000,1,3,2,35,0,0,0,0,0,17012,18181,19113,17996,1281,1450,1600,382,383,345,0
16721,16721,1,0,80000,1,2,1,31,0,0,0,0,0,49665,50538,27962,27873,3000,2000,29000,2004,2000,2000,0
16726,16726,0,0,150000,1,1,2,33,0,0,0,0,0,78038,63176,34199,32061,3040,5000,10116,5000,6000,3000,0
16728,16728,1,1,80000,1,2,2,33,2,2,0,0,0,24229,25832,29922,31879,0,2000,2000,3000,2600,0,1
16729,16729,0,0,50000,1,2,1,32,0,0,0,0,0,48134,49550,18727,19116,2084,2500,1135,497,514,335,0
16731,16731,0,0,180000,1,3,1,42,0,0,0,0,0,173635,172514,126964,125456,7003,6500,7507,4500,5000,5000,0
16736,16736,0,0,50000,1,2,1,30,0,0,0,0,0,37944,50135,19686,19374,12000,13000,5000,4010,6000,3000,0
16740,16740,0,0,200000,1,3,2,48,0,0,0,0,-1,79529,67675,11884,14343,2915,2646,2208,12503,14869,0,0
16744,16744,0,0,50000,1,2,2,39,1,3,2,2,2,49089,48935,20285,17175,0,1266,0,2301,0,748,0
16745,16745,1,0,50000,1,2,2,25,0,0,0,0,0,48294,48735,19246,18872,1649,11890,1367,668,675,673,0
16749,16749,0,1,150000,1,2,2,36,2,3,2,2,2,86708,88909,91355,93241,2000,4500,3800,3400,3500,3900,1
16757,16757,0,0,320000,1,2,2,36,0,0,0,0,0,321560,150062,116315,106541,10810,4746,4241,3275,3265,2865,0
16760,16760,0,0,80000,1,2,1,41,0,0,0,0,0,12781,9994,9201,6275,2000,2000,4000,1000,1000,1000,0
16765,16765,0,1,120000,1,1,1,42,2,2,0,0,0,61987,64373,67453,72997,0,4000,6500,0,6639,4000,1
16774,16774,0,0,50000,1,3,1,43,0,0,0,0,0,49654,49921,20071,20277,2000,2050,1641,1000,1000,1000,0
16777,16777,0,0,50000,1,3,2,43,0,0,0,0,0,48230,42674,18007,18230,2015,1882,2119,45800,662,1000,0
16790,16790,1,1,220000,1,3,1,39,2,2,2,2,2,179399,183039,187984,191837,8000,8000,7000,7000,7000,0,1
16792,16792,0,0,450000,1,1,1,42,-1,0,-1,-1,-1,20499,2499,0,11071,20449,2499,2499,0,11071,780,0
16795,16795,0,0,300000,1,1,2,30,-2,-2,-2,-2,-2,901,901,0,66,901,901,1075,0,66,66,0
16797,16797,0,0,20000,1,2,2,34,1,2,0,0,0,14459,12607,19230,0,0,6000,5000,3000,0,0,0
16801,16801,0,0,230000,1,2,1,34,-1,-1,-1,-1,-1,-6,2190,1791,2993,0,2196,3485,1796,3002,2601,0
16807,16807,1,0,50000,1,2,1,49,1,2,0,0,0,16181,17912,20969,25302,0,2000,2000,2000,5000,0,0
16809,16809,0,0,110000,1,2,1,38,0,0,0,0,0,42229,42214,40846,40385,1678,2023,1574,1375,1468,1649,0
16813,16813,1,1,100000,1,2,1,40,2,2,2,2,0,69025,74489,76797,78404,0,6600,6000,0,3000,3100,1
16814,16814,1,0,20000,1,1,2,38,0,0,0,0,0,16507,16842,16741,20540,5006,4015,2006,7137,18000,202,0
16817,16817,0,0,180000,1,2,1,34,-1,-1,-1,-1,-1,6170,3439,381,1516,6170,3444,1193,381,1516,542,0
16821,16821,0,0,20000,1,6,2,41,0,0,0,2,0,20086,20221,18948,0,1318,1973,1000,600,0,0,0
16822,16822,0,0,350000,1,3,1,44,-1,-1,-1,-1,-2,7230,3301,15,684,7426,3306,4301,15,684,2713,0
16826,16826,1,0,100000,1,2,2,44,0,0,0,-1,0,6882,2456,1642,110,1068,1007,1741,1646,100,0,0
16829,16829,0,0,230000,1,2,1,46,0,0,0,0,0,109450,109794,107996,109230,5400,5505,5505,4000,4500,5000,0
16831,16831,0,0,50000,1,2,1,46,0,0,0,0,0,44290,41245,20328,20391,1700,1924,2015,1000,663,10000,0
16835,16835,1,1,50000,1,1,2,29,2,2,2,0,-2,10415,3997,0,0,3000,0,1000,0,0,0,1
16841,16841,0,0,150000,1,1,2,35,0,0,0,0,0,118821,121362,125223,98890,4884,5100,6000,3142,3300,3323,0
16843,16843,0,0,80000,1,3,1,48,0,0,0,0,0,71659,67528,60612,57532,3003,2403,3003,3001,2401,3109,0
16845,16845,1,0,240000,1,1,1,36,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
16846,16846,1,0,50000,1,2,1,40,1,2,0,0,0,47949,49235,17063,17634,0,2058,1400,762,1000,650,0
16848,16848,1,1,100000,1,2,2,45,2,2,2,2,0,60114,59478,50640,49113,0,4817,6,1700,3650,0,1
16849,16849,0,0,20000,1,3,2,40,0,0,0,0,0,17891,19078,20000,0,1291,1478,1200,400,0,0,0
16853,16853,0,0,390000,1,2,2,33,0,0,0,0,0,31193,31440,48301,28131,1804,2561,8122,11000,20015,1002,0
16862,16862,0,0,500000,1,1,1,46,0,0,0,0,0,13270,14245,20980,18255,2000,1500,1219,6000,1000,1000,0
16863,16863,1,0,220000,1,1,1,35,-1,-1,-1,-1,-1,6213,762,700,1364,6220,762,5806,0,1364,500,0
16868,16868,0,0,400000,1,1,1,38,1,2,2,2,0,26214,16199,111353,103569,65,3383,20,112679,3699,3567,0
16870,16870,1,0,20000,1,2,2,36,1,4,3,3,3,15015,16079,16477,15930,0,1600,0,1500,0,0,0
16873,16873,1,0,20000,1,2,2,45,0,0,0,0,0,20007,20319,20025,15463,1316,1458,1277,494,427,4000,0
16875,16875,0,0,140000,1,2,2,48,0,0,2,2,0,124944,124901,121292,121343,8506,4706,9463,16,5002,10006,0
16884,16884,0,0,290000,1,1,1,36,1,-2,-1,-1,0,0,568,16726,17427,0,568,16166,1000,1000,1000,0
16885,16885,1,0,20000,1,2,2,37,0,0,0,0,0,16927,17794,18850,0,1577,1444,1200,500,0,0,0
16897,16897,0,0,200000,1,0,2,40,1,-2,-1,-1,-2,0,200,0,0,0,200,1000,0,0,0,0
16899,16899,0,0,430000,1,1,2,34,0,0,0,0,0,424740,434836,228568,232668,16005,18016,16005,9005,9013,8010,0
16901,16901,0,0,50000,1,3,2,38,1,2,0,0,0,33993,35365,17157,21842,0,2077,2000,2000,5000,0,0
16908,16908,1,0,100000,1,1,1,35,1,-2,-2,-2,-1,0,0,0,970,0,0,0,0,970,830,0
16914,16914,0,0,50000,1,2,2,60,0,0,0,0,0,50649,36384,9397,9755,2013,2505,2100,500,500,500,0
16916,16916,0,0,390000,1,1,1,64,0,0,0,0,0,38134,38679,40472,41320,1608,1647,1657,1440,1496,1518,0
16919,16919,0,0,320000,1,1,1,51,0,0,0,0,0,290784,277482,253903,249866,20373,13000,11160,8418,8325,8602,0
16933,16933,1,1,20000,1,3,1,53,3,2,2,7,7,2255,2255,2255,2255,0,0,0,0,0,0,1
16937,16937,0,0,360000,1,2,1,50,-2,-2,-2,-2,-2,0,2500,0,0,0,2500,0,0,0,0,0
16938,16938,1,1,20000,1,3,2,59,2,2,2,2,3,19074,18482,19616,19303,3000,0,2300,0,0,0,1
16944,16944,0,0,60000,1,3,1,54,0,0,0,0,-1,58312,59388,1341,1876,20000,3000,3000,1000,2000,25000,0
16949,16949,0,0,80000,1,1,1,53,0,0,0,0,-1,40061,40502,15915,390,1809,2030,1476,833,390,390,0
16951,16951,0,0,10000,1,2,1,50,1,2,0,0,0,8150,8446,8227,8400,2,1281,1134,294,305,1000,0
16952,16952,0,0,170000,1,5,1,56,0,0,0,0,0,134760,132615,129293,128379,55000,5012,5000,4516,5000,5000,0
16953,16953,1,1,50000,1,2,1,61,2,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,1
16959,16959,0,0,380000,1,3,1,52,0,0,0,0,0,144908,147940,154975,159477,6000,5362,6000,6000,7000,10000,0
16963,16963,0,0,240000,1,1,1,65,0,0,0,0,0,149707,151780,145763,148276,6930,6000,6000,6000,5500,6000,0
16965,16965,0,0,200000,1,1,1,53,0,0,0,0,0,68099,70387,58133,40500,2500,2700,2242,2093,1300,0,0
16975,16975,1,1,60000,2,2,2,29,2,2,2,2,0,41387,42117,42110,42988,2000,1685,0,1655,1707,1718,1
16976,16976,0,0,30000,2,3,2,26,0,0,0,0,0,29640,30451,30042,28436,1701,1600,1500,1095,1500,2000,0
16977,16977,0,0,200000,2,1,2,28,-1,-1,-1,-1,-1,2516,2228,2290,3620,2516,2228,6338,2290,3620,6504,0
16978,16978,0,0,30000,2,2,1,30,1,3,2,2,2,27977,27248,28511,30952,0,0,2800,0,2900,0,0
16981,16981,0,0,150000,2,3,2,24,0,0,0,0,-1,15768,10874,2125,4421,1827,1777,1175,2125,4421,21607,0
16985,16985,0,0,360000,2,2,1,33,-1,-1,-1,0,-2,20000,8660,-24,-24,20000,8660,1510,0,0,5189,0
16988,16988,1,1,140000,2,1,1,33,2,0,0,0,0,55222,54293,51558,52800,2520,2510,2450,1676,1900,1826,1
16990,16990,0,0,50000,2,3,2,22,0,0,-1,0,-1,40458,50622,15311,19387,1036,50622,1149,15311,19387,385,0
17002,17002,1,0,20000,2,2,2,22,1,-1,-1,-2,-2,396,0,0,0,2000,0,0,0,0,0,0
17007,17007,1,0,20000,2,3,1,24,0,0,0,0,2,12006,15967,16996,18223,1500,4500,2187,0,1500,0,0
17010,17010,0,0,400000,2,1,2,30,0,0,0,0,0,156309,137701,121092,166173,26876,10134,85450,10140,88097,10086,0
17012,17012,0,0,70000,2,2,2,23,1,2,0,0,-1,70543,63061,63080,2900,4,2407,2041,2387,2905,72697,0
17015,17015,0,0,30000,2,2,2,23,0,0,0,0,2,22517,24148,28391,27801,2000,2000,2000,3700,0,1500,0
17020,17020,1,0,10000,2,1,2,22,0,0,2,0,0,9199,8908,9680,8343,2523,0,1000,4,167,3535,0
17023,17023,0,0,80000,2,2,2,23,0,0,0,0,0,8449,10303,10619,49872,2000,2000,2000,1000,40002,2009,0
17025,17025,0,0,30000,2,3,2,22,0,0,-1,0,-1,6698,187,0,1405,1275,187,1000,0,1405,623,0
17028,17028,1,0,50000,2,1,2,25,-1,-1,-1,-1,-2,0,390,0,0,0,390,780,0,0,0,0
17029,17029,0,0,30000,2,2,2,29,0,0,0,0,0,27412,27835,28345,29055,1741,2000,1439,959,1500,1411,0
17032,17032,1,1,50000,2,3,2,23,2,2,2,2,2,42755,43878,45701,46720,2000,2100,0,3850,1900,1600,1
17036,17036,0,0,110000,2,2,2,24,-1,-1,-1,-1,0,1362,1352,36986,40053,1362,1352,1867,36986,5000,3000,0
17045,17045,0,0,30000,2,3,2,26,0,0,2,0,0,30403,30546,30096,30353,2173,1613,1453,946,997,1118,0
17046,17046,1,0,20000,2,1,2,25,-1,-1,-1,-1,0,0,724,18985,19531,0,724,18589,1000,1000,1000,0
17048,17048,0,0,70000,2,2,1,25,0,0,0,0,0,69876,56925,8706,29275,3839,2000,3000,1100,28000,1180,0
17051,17051,1,1,30000,2,2,2,22,2,2,0,0,2,24544,28267,29284,25762,0,5600,3005,1200,0,5000,1
17055,17055,0,0,50000,2,2,2,22,0,0,2,0,0,41362,34656,35514,2582,3700,0,1200,710,52,1000,0
17062,17062,0,1,50000,2,3,2,23,2,0,0,0,0,49348,47995,27828,28411,2190,2027,2204,996,1031,1047,1
17067,17067,0,0,100000,2,2,2,24,0,0,0,0,0,8249,7911,1002,1518,1439,2000,10070,1002,1000,500,0
17074,17074,0,0,230000,2,2,2,24,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
17077,17077,1,1,100000,2,2,2,24,3,2,2,2,2,86918,88624,90614,89046,4200,4000,3300,3400,0,7000,1
17080,17080,0,0,100000,2,2,2,25,0,0,0,0,0,86380,88597,69750,47394,4000,3900,3000,2000,2000,2000,0
17081,17081,0,0,240000,2,2,2,25,0,0,0,0,0,9685,10996,14655,17133,1144,3000,3000,2000,3000,2000,0
17087,17087,0,0,30000,2,1,2,23,1,4,4,3,3,29944,29399,30363,29594,4518,206,0,2500,0,2000,0
17088,17088,1,0,30000,2,1,2,23,0,0,2,2,2,23793,23130,28038,27451,3383,0,6380,0,0,2300,0
17097,17097,0,0,70000,2,1,2,24,0,0,0,0,0,63903,65248,64209,59482,2900,3000,2190,2201,2181,2413,0
17099,17099,0,0,50000,2,2,2,25,0,0,0,0,0,43924,36549,20246,19968,5003,5016,4000,2000,2000,2000,0
17103,17103,0,0,50000,2,2,2,24,0,0,0,0,0,39981,40205,39908,40731,3000,2001,3520,0,2000,2000,0
17105,17105,0,0,80000,2,1,2,26,0,0,0,0,0,38151,39229,40902,42122,3700,2000,2000,3500,2000,4000,0
17109,17109,0,0,260000,2,1,2,27,0,0,0,0,0,23873,14856,20032,11144,10000,3000,4000,5000,3000,6000,0
17111,17111,0,0,20000,2,2,2,27,0,0,0,0,0,16255,17282,18661,20157,1265,1292,1303,671,1800,0,0
17112,17112,0,0,20000,2,2,1,26,1,2,0,0,-2,19210,19327,0,0,0,1500,1000,0,0,0,0
17114,17114,0,0,70000,2,2,1,25,0,0,0,0,0,70639,71230,41679,29887,2533,3098,2811,1281,1069,1103,0
17115,17115,0,0,120000,2,1,2,26,-1,-1,-1,-1,-1,1052,736,2189,1482,1052,736,420,2189,500,0,0
17119,17119,0,0,150000,2,2,2,27,0,0,0,0,0,121059,95250,44425,7582,5000,3709,1101,2000,152,70181,0
17120,17120,0,0,300000,2,3,2,27,0,0,0,0,0,113850,116918,122914,125910,9000,4000,4000,4000,4000,4000,0
17127,17127,0,0,200000,2,1,1,27,-2,-2,-2,-2,-2,-3,-3,0,0,0,0,363,0,0,0,0
17128,17128,0,0,280000,2,2,2,31,0,0,0,0,0,150703,156784,159123,163152,7001,10000,6000,5200,6000,5400,0
17133,17133,1,0,80000,2,1,2,24,0,0,2,0,0,46375,43576,25971,23686,9425,1,2012,1091,1006,2516,0
17135,17135,0,0,110000,2,2,2,28,0,0,0,0,0,105080,107420,108545,105341,5300,5540,5361,4500,4000,4500,0
17144,17144,0,0,230000,2,2,1,28,-1,-1,0,0,0,67982,72938,18744,5148,68000,7064,4106,5075,1000,4080,0
17146,17146,0,0,160000,2,1,2,27,0,0,0,0,0,122730,125319,124170,125140,5800,5900,5900,4300,4600,4400,0
17147,17147,1,0,150000,2,2,1,27,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
17151,17151,0,0,140000,2,1,2,28,0,0,0,0,0,10631,11349,12606,12869,1500,1195,1507,452,467,470,0
17159,17159,0,0,90000,2,2,1,28,0,0,0,0,0,55282,60630,47850,48034,2852,15678,7763,1686,1735,1518,0
17162,17162,0,0,100000,2,2,2,30,0,0,0,0,0,74564,78351,56016,36210,4000,5000,3006,2023,3000,1500,0
17164,17164,0,0,20000,2,3,2,27,0,0,0,0,0,20293,20196,20130,19350,1500,1400,2000,3000,1000,1000,0
17183,17183,0,0,130000,2,3,1,28,0,0,0,0,0,28037,37414,43089,37101,5026,15430,12015,8020,1060,5017,0
17185,17185,0,0,260000,2,2,2,26,0,0,0,0,0,17880,22248,35997,55272,2000,5000,5000,10000,20000,15000,0
17190,17190,1,1,60000,2,2,1,28,2,2,0,0,0,17361,18081,19487,35160,0,1304,2331,0,16000,2000,1
17197,17197,0,0,150000,2,2,2,28,0,0,0,0,2,50156,51849,55681,53878,2000,2500,4300,2500,0,2800,0
17199,17199,0,0,160000,2,2,2,29,-1,-1,-1,-1,-1,2108,1086,2920,0,2108,1086,1874,2920,0,1222,0
17217,17217,0,0,360000,2,3,2,30,-1,2,2,-1,-1,780,390,8069,390,390,0,3115,8069,390,5716,0
17225,17225,0,0,20000,2,2,2,22,0,0,0,2,0,11192,15677,15582,16677,1515,5000,0,1000,1500,0,0
17233,17233,1,1,10000,2,2,3,46,3,2,2,2,4,5753,9629,11411,10652,0,4000,0,2395,0,0,1
17238,17238,0,0,170000,2,3,1,40,0,0,0,0,0,61493,58298,61176,62092,2128,2729,4000,2169,2241,2258,0
17242,17242,0,0,20000,2,2,2,38,0,0,0,0,-1,16883,17536,9579,9940,1618,1661,1046,192,10476,2965,0
17243,17243,0,0,120000,2,2,2,36,0,0,0,0,2,4592,5975,5940,1770,3232,4615,4170,1770,0,7978,0
17249,17249,1,1,20000,2,2,1,38,3,4,3,2,2,18087,17517,18043,17156,0,0,0,1381,0,1600,1
17250,17250,1,0,180000,2,1,1,42,0,0,0,0,0,80905,82708,86134,88251,3000,3100,3100,3100,3500,8400,0
17252,17252,1,0,20000,2,3,1,37,1,2,0,0,0,15283,16429,19140,6420,0,1700,4000,0,1000,0,0
17256,17256,1,1,60000,2,3,1,47,2,3,2,2,2,19727,20909,21520,21805,0,1800,900,1000,774,0,1
17258,17258,1,0,110000,2,2,2,33,0,0,0,0,0,106217,108884,112507,114200,3791,4368,5500,3971,6280,10300,0
17262,17262,0,0,50000,2,3,2,29,0,0,0,0,0,49216,51082,19839,16389,2500,3009,4012,3000,2000,3000,0
17264,17264,0,0,70000,2,3,1,34,0,0,0,0,0,47338,51424,5515,10424,5000,5000,5000,5000,5000,5000,0
17269,17269,0,0,50000,2,3,2,33,1,2,2,2,0,25154,16820,16179,16915,55,4500,800,582,1000,634,0
17276,17276,0,0,90000,2,1,2,32,-1,-1,-1,-1,-1,23153,835,736,736,23153,17395,5225,736,736,886,0
17289,17289,0,0,50000,2,2,2,44,0,0,0,0,0,10605,10355,2917,1473,1172,1202,1000,2917,29,390,0
